stationName,stationID,sLongitude,sLatitude,clusterID
E 55 St & 2 Ave,6650.07,-73.966033,40.757973,40
2 Ave & E 122 St,7622.12,-73.9349,40.800672,36
River Ave & McClellan St,8111.07,-73.92243,40.83406,30
Frederick Douglass Blvd & W 115 St,7658.13,-73.955931,40.803865,148
5 Ave & 3 St,3987.06,-73.983524,40.672815,72
Madison St & Cypress Ave,4807.02,-73.90742,40.70068,37
Lewis Ave & Kosciuszko St,4617.01,-73.937054,40.692371,43
Suydam St & St. Nicholas Ave,5043.06,-73.91945,40.70636,16
44 Dr & Jackson Ave,6352.01,-73.943264,40.747182,73
Franklin Ave & Myrtle Ave,4715.01,-73.958014,40.694546,114
6 Ave & W 45 St,6593.15,-73.982631,40.756951,68
Longwood Ave & Southern Blvd,7849.10,-73.896447,40.816343,34
Bay St & Court St,3931.09,-74.001328,40.671409,135
28 Ave & 35 St,6951.03,-73.916986,40.7671,145
41 St & 4 Ave,3347.03,-74.007168,40.651354,183
Gerard Ave & E 164 St,8077.07,-73.923391,40.830262,30
Crescent St & Ditmars Blvd,7233.05,-73.914564,40.778718,116
Brook Ave & E 157 St,7935.07,-73.911759,40.820713,49
45 Rd & 11 St,6319.01,-73.949772,40.747086,73
Willoughby St & Ashland Pl,4587.02,-73.97877,40.69178,130
E 149 St & Morris Ave,7863.03,-73.922962,40.81734,57
9 St & 44 Rd,6361.03,-73.9521,40.74966,73
Washington Ave & E 163 St,7995.04,-73.91089,40.824,49
W 145 St & Amsterdam Ave,7997.08,-73.947257,40.825244,107
Amsterdam Ave & W 180 St,8353.02,-73.931205,40.847396,96
Prospect Park W & 20 St,3507.04,-73.983864,40.656633,199
Amsterdam Ave & W 175 St,8278.05,-73.933651,40.844044,96
35 St & 30 Ave,6887.03,-73.918116,40.765476,145
Windsor Pl & 8 Ave,3620.02,-73.983074,40.660906,199
Myrtle Ave & Lewis Ave,4729.01,-73.937569,40.69682,43
Grand Concourse & E 167 St,8126.07,-73.917641,40.834263,85
38 St & 30 Ave,6850.01,-73.91584,40.764175,145
Amsterdam Ave & W 172 St,8242.04,-73.935111,40.842173,96
Weeks Ave & E 175 St,8340.05,-73.907342,40.846879,84
Sigourney St & Columbia St,3940.04,-74.008795,40.672672,48
Audubon Ave & Fort George Ave,8491.07,-73.927174,40.857158,196
Prospect Park SW & 16 St,3498.09,-73.974165,40.657265,4
Harlem River Dr & W 155 St,8085.13,-73.939929,40.830476,170
Broadway & Moylan Pl,7823.03,-73.959025,40.814326,93
Carroll St & Franklin Ave,3847.04,-73.9588,40.667941,41
21 St & 31 Dr,6865.03,-73.930819,40.7659,56
40 Ave & Crescent St,6462.05,-73.937956,40.753599,133
55 St & 5 Ave,3050.03,-74.013318,40.642408,188
52 St & 1 Ave,3253.01,-74.020105,40.649292,173
Broadway & W 37 St,6441.02,-73.987535,40.751726,60
Washington St & Gansevoort St,6039.06,-74.008119,40.739323,25
E 85 St & York Ave,7146.04,-73.948034,40.775369,123
Duffield St & Willoughby St,4596.05,-73.984284,40.692216,17
Putnam Ave & Wyckoff Ave,4735.03,-73.90904,40.69811,132
W 100 St & Broadway,7580.01,-73.970412,40.797372,181
1 Ave & E 110 St,7522.02,-73.9383,40.792327,102
Albany Ave & Fulton St,4237.02,-73.938475,40.680011,110
Warren St & Court St,4413.08,-73.993833,40.686371,142
Forest Ave & Summerfield St,4798.02,-73.89795,40.69922,157
E 153 St & E 157 St,8025.01,-73.929327,40.826677,124
Frederick Douglass Blvd & W 112 St,7631.23,-73.957145,40.801694,148
Webster Ave & Ford St,8472.08,-73.89615,40.85556,32
W 47 St & 6 Ave,6667.04,-73.98255,40.758397,68
George St & Wilson Ave,4906.07,-73.92997,40.702997,198
5 Ave & E 63 St,6904.06,-73.971518,40.766368,66
Louis Nine Blvd & Intervale Ave,8114.02,-73.892686,40.831998,139
President St & Henry St,4307.13,-73.999904,40.6828,33
Vernon Blvd & 41 Rd,6514.08,-73.948568,40.755243,153
E 65 St & 2 Ave,6860.12,-73.962221,40.764719,101
35 Ave & 37 St,6563.12,-73.923661,40.755733,81
E 13 St & Avenue A,5779.09,-73.98068,40.729667,169
Sheridan Ave & E 172 St,8229.04,-73.911479,40.840494,167
Boerum St & Broadway,5004.02,-73.949765,40.705381,3
Carlton Ave & Flushing Ave,4732.08,-73.973736,40.697787,46
Westchester Ave & Jackson Ave,7853.01,-73.908116,40.816124,115
Central Ave & Woodbine St,4632.10,-73.91605,40.69296,154
Nassau St & Navy St,4812.02,-73.980689,40.698399,186
Greene Ave & Grandview Ave,5106.04,-73.907856,40.709697,37
Broadway & W 36 St,6441.01,-73.987654,40.750977,60
Lexington Ave & E 29 St,6164.09,-73.982154,40.743116,5
Crescent St & 30 Ave,6958.06,-73.924957,40.768692,39
Leonard St & Maujer St,5148.03,-73.94706,40.710369,3
27 St & Hunter St,6310.06,-73.941275,40.7485,73
E 72 St & York Ave,6889.12,-73.953483,40.766638,29
Clinton St & Joralemon St,4605.04,-73.993379,40.692395,80
5 Ave & 41 St,3306.03,-74.005144,40.649983,77
65 St & 2 Ave,3019.02,-74.02564,40.640493,95
W 104 St & Amsterdam Ave,7610.13,-73.966495,40.799041,181
Convent Ave & W 151 St,8049.10,-73.942924,40.82831,170
Clinton St & Union St,4266.03,-73.997853,40.683116,112
7 Ave & 22 St,3515.01,-73.989605,40.658029,199
Clay Ave & E 173 St,8281.06,-73.904867,40.843264,106
Van Buren St & Broadway,4568.01,-73.92617,40.692,83
Water St & Main St,4936.14,-73.990409,40.703212,151
E 116 St & 2 Ave,7563.06,-73.937261,40.796879,36
Front St & Jay St,4895.03,-73.986842,40.702461,50
Ditmars Blvd & 19 St,7291.06,-73.91833,40.78145,116
3 St & 3 Ave,4028.03,-73.987752,40.67507,72
E 156 & Brook Ave,7896.11,-73.912411,40.819823,49
50 St & 30 Ave,6735.03,-73.907107,40.760083,67
W 148 St & Amsterdam Ave,8033.09,-73.945909,40.827075,107
36 St & Ditmars Blvd,7111.10,-73.908335,40.774306,86
E 102 St & 1 Ave,7407.13,-73.941648,40.786995,102
Southern Blvd & Avenue St. John,7767.06,-73.901583,40.812769,115
W 180 St & Ft Washington Ave,8358.03,-73.938423,40.849972,38
Cypress Ave & George St,4765.07,-73.90271,40.69812,157
Cabrini Blvd & W 177 St,8358.10,-73.941343,40.848282,38
Westchester Ave & Longwood Ave,7909.07,-73.901311,40.819701,115
34 St & 38 Ave,6453.02,-73.929737,40.752443,14
Union Ave & Wallabout St,4818.03,-73.950323,40.700295,88
Hicks St & Montague St,4645.09,-73.995951,40.695128,80
Columbus Ave & W 95 St,7520.07,-73.968087,40.791956,89
31 Ave & 34 St,6819.15,-73.920827,40.763154,145
Prospect Ave & E 151 St,7830.03,-73.903927,40.814232,115
Central Ave & Decatur St,4432.10,-73.90798,40.6882,7
St. Ann's Av & Bruckner Blvd,7657.03,-73.919763,40.803399,87
Morgan Ave & Lombardy St,5503.01,-73.93889,40.72226,52
Halsey St & Broadway,4366.01,-73.91564,40.68565,154
Park Ave & E 162 St,8016.07,-73.915585,40.825716,49
Madison St & Seneca Ave,4880.11,-73.90625,40.70183,37
Chester Ave & 12 Ave,3135.04,-73.984276,40.644367,193
Grand Concourse & E 171 St,8194.06,-73.913004,40.839549,167
21 Ave & Crescent St,7284.01,-73.912212,40.780478,116
E 118 St & Madison Ave,7640.04,-73.944251,40.801487,118
28 St & 36 Ave,6614.01,-73.932719,40.757186,14
E 160 St & Tinton Ave,7931.05,-73.903944,40.820302,115
Riverside Dr & W 91 St,7524.16,-73.977004,40.793135,58
Shakespeare Ave & W 169 St,8198.05,-73.922423,40.839312,122
Beck St & Leggett Ave,7807.04,-73.899939,40.815077,115
Willis Ave & E 137 St,7726.02,-73.923604,40.808384,182
Park Ave & E 124 St,7682.01,-73.939686,40.804555,134
Intervale Ave & Westchester Ave,7948.10,-73.896752,40.821967,34
31 St & Newtown Ave,6923.20,-73.920933,40.767549,145
Margaret Corbin Plz & Ft Washington Ave,8532.03,-73.933872,40.859166,59
Dwight St & Van Dyke St,3981.10,-74.011956,40.673636,48
76 St & 21 Ave,7032.02,-73.893675,40.77028,195
Fulton Ave & E 168 St,8084.03,-73.904556,40.830471,51
Macombs Rd & Featherbed Ln,8307.05,-73.91722,40.84552,61
W 204 St & Nagle Ave,8579.03,-73.920827,40.863211,19
34 Ave & 38 St,6638.01,-73.921631,40.756913,81
Hazen St & 20 Ave,7032.06,-73.895166,40.772092,195
Adam Clayton Powell Blvd & W 123 St,7704.04,-73.949373,40.807832,159
3 Ave & E 174 St - Bathgate Vaccination Site,8241.07,-73.8985,40.84224,106
Roosevelt Island Tramway,6599.01,-73.9536,40.757284,153
E 167 St & Bryant Ave,8040.03,-73.888719,40.826706,24
24 Ave & 29 St,7119.04,-73.916142,40.7729,6
Vernon Blvd & 10 St,6937.07,-73.937355,40.767186,56
Cedar Ave & W Fordham Rd,8575.02,-73.91219,40.86156,160
35 St & 23 Ave,7047.07,-73.91119,40.773015,6
11 Ave & Prospect Ave,3538.09,-73.977335,40.65629,4
Dahill Rd & 12 Ave,3208.07,-73.980963,40.646037,70
25 Ave & 41 St,6943.07,-73.910963,40.767666,67
Front St & Gold St,4927.04,-73.982578,40.70224,50
Fairview Ave & Linden St,5066.03,-73.90632,40.70694,37
Cauldwell Ave & E 161 St,7952.02,-73.907521,40.82188,49
Seneca Ave & Irvine St,7883.09,-73.888625,40.818726,109
Aqueduct Ave & W 190 St,8605.06,-73.902424,40.864921,174
36 Ave & 31 St,6572.08,-73.929575,40.756513,14
Clark St & Henry St,4789.03,-73.993446,40.697601,151
Vernon Blvd & 47 Rd,6212.08,-73.953457,40.744907,22
Bushwick Ave & Stagg St,5140.06,-73.94008,40.709897,82
Broadway & Furman Ave,4244.06,-73.90756,40.68139,7
3 Ave & E 172 St,8205.05,-73.900277,40.839586,106
46 St & 25 Ave,6907.03,-73.90676,40.765753,67
Willoughby Ave & Onderdonk Ave,5115.05,-73.91727,40.7098,189
6 Ave & 55 St,3000.08,-74.010996,40.640831,188
Madison St & Evergreen Ave,4560.01,-73.91693,40.69122,154
35 St & Broadway,6750.16,-73.922243,40.760339,81
28 Ave & 44 St,6879.04,-73.910651,40.764089,67
20 Ave & 33 St,7226.03,-73.905708,40.779399,86
46 St & 7 Ave,3117.05,-74.003754,40.644743,77
Waterloo Pl & Crotona Park East,8216.02,-73.888587,40.839194,158
Kingsland Ave & Nassau Ave,5613.04,-73.94173,40.72577,52
Carroll St & 6 Ave,4019.06,-73.978728,40.674089,63
E 60 St & York Ave,6682.08,-73.959223,40.759107,40
Ditmars Blvd & 76 St,6927.03,-73.893531,40.768442,195
Morris Ave & E 163 St,8036.05,-73.917656,40.82723,85
Macombs Pl & W 152 St,8029.28,-73.937948,40.826406,170
Wilkins Ave & Crotona Park E,8167.02,-73.895133,40.835302,139
Bridge St & Water St,4968.03,-73.984691,40.702969,50
5 Ave & E 93 St,7372.10,-73.957481,40.785785,172
E 170 St & Clay Ave,8156.01,-73.908345,40.837213,167
Wolcott St & Dwight St,4054.02,-74.01007,40.675327,48
Fulton Ave & E 172 St,8186.01,-73.899047,40.839229,106
Lafayette Ave & Hunts Point Ave,7883.06,-73.888161,40.816567,109
Jerome Ave & W Fordham Rd,8586.09,-73.90108,40.86294,92
W 181 St & Riverside Dr,8381.04,-73.94186,40.85168,38
E 88 St & Park Ave,7293.10,-73.955959,40.781411,105
Tiebout Ave & E 184 St,8510.02,-73.89637,40.858498,32
Vernon Blvd & 30 Rd,7003.03,-73.934171,40.770845,56
Henry St & Middagh St,4861.05,-73.991581,40.7003,151
Pioneer St & Van Brunt St,4169.04,-74.011169,40.679043,48
Edgecombe Ave & W 145 St,7976.08,-73.94386,40.823498,107
Wales Ave & E 147 St,7751.05,-73.907729,40.811314,10
Crescent St & 35 Ave,6688.01,-73.932146,40.759628,179
21 St & 43 Ave,6395.01,-73.945948,40.750525,73
Vernon Blvd & 31 Ave,7003.06,-73.93545,40.769247,56
38 Ave & 29 St,6538.11,-73.93367,40.75473,14
Gerard Ave & E 165 St,8111.04,-73.922394,40.83173,30
Jerome Ave & Bedford Park Blvd E,8734.02,-73.88971,40.87307,75
E 118 St & 3 Ave,7611.02,-73.938915,40.799139,36
E 161 St & River Ave,8041.07,-73.927111,40.827883,30
W 192 St & University Ave,8639.01,-73.901942,40.866899,174
E 7 St & Avenue A,5626.07,-73.983799,40.726218,23
Lefferts Pl & Franklin Ave,4222.02,-73.955769,40.680342,184
Broadway & W 142 St,7981.16,-73.951947,40.824686,8
Bond St & Fulton St,4479.06,-73.983043,40.689622,17
Broadway & 51 St,6545.07,-73.908906,40.754164,35
Carroll St & 5 Ave,4060.09,-73.981483,40.675162,100
Johnson St & Gold St,4668.08,-73.983625,40.694749,186
67 St & Erik Pl,2733.03,-74.016562,40.633385,53
Prospect Ave & E 167 St,8008.03,-73.898751,40.826303,139
W 100 St & Manhattan Ave,7538.14,-73.9645,40.795,175
58 St & 32 Ave,6579.03,-73.903427,40.75574,121
Lenox Ave & W 115 St,7627.10,-73.950074,40.801194,54
W 84 St & Broadway,7409.08,-73.977112,40.786795,58
Menahan St & Wyckoff Ave,4890.11,-73.91422,40.70113,117
Willis Ave & E 143 St,7798.02,-73.92037,40.812299,141
Mt Morris Park W & W 120 St,7685.14,-73.945925,40.804038,118
E 135 St & St Ann's Ave,7687.05,-73.918889,40.805089,87
Central Ave & Melrose St,4832.07,-73.93039,40.70112,198
Grand Concourse & E 144 St,7845.10,-73.927985,40.81687,57
E 138 St & Willow Ave,7654.04,-73.911545,40.804168,197
Riverside Dr & W 145 St,8018.04,-73.951989,40.827305,107
Jerome Ave & W 184 St,8550.01,-73.902541,40.860814,92
E 142 St & 3 Ave,7781.10,-73.923697,40.812735,57
Barry St & Tiffany St,7844.05,-73.891559,40.816126,109
35 St & 34 Ave,6679.11,-73.924275,40.758058,81
47 Ave & Skillman Ave,6237.01,-73.941765,40.743752,127
Columbia St & Kane St,4422.05,-74.001626,40.687632,33
Grand Concourse & E 205 St,8766.03,-73.886386,40.875531,126
Ditmars Blvd & 79 St,6994.06,-73.890745,40.768728,45
Henry St & Bay St,3972.08,-74.004947,40.672506,135
E 103 St & Lexington Ave,7463.09,-73.947558,40.790305,172
E 132 St & Madison Ave,7748.02,-73.937195,40.810224,134
Boerum Pl	& Pacific St,4488.09,-73.99116,40.688489,142
24 Ave & 26 St,7152.10,-73.918544,40.774591,6
Shore Blvd & Astoria Park,7271.01,-73.923162,40.77977,116
St Nicholas Ave & W 137 St,7898.03,-73.947568,40.818477,8
49 Ave & 21 St,6128.04,-73.948852,40.74252,22
34 Ave & 48 St,6554.05,-73.914952,40.75388,35
8 Ave & W 31 St,6450.05,-73.994685,40.750585,177
West End Ave & W 60 St,7059.08,-73.99005,40.77237,28
S Portland Ave & Hanson Pl,4354.05,-73.974315,40.685396,129
Jerome Ave & E 181 St,8478.11,-73.905528,40.855653,160
W 15 St & 10 Ave,6115.09,-74.007474,40.742754,25
Pearl St & Peck Slip,5096.11,-74.002751,40.708485,1
E Burnside Ave & Ryer Ave,8397.02,-73.901318,40.850535,84
Alexander Ave & E 134 St,7712.04,-73.927107,40.807466,182
67 St & Ridge Blvd,2932.01,-74.027472,40.638799,95
Old Broadway & W 133 St,7881.09,-73.955277,40.818212,150
31 St & Hoyt Ave N,7018.01,-73.917007,40.771153,6
Church Ave & Story St,3007.05,-73.981073,40.642031,193
Cypress Ave & Palmetto St,4921.04,-73.908763,40.701573,37
Bainbridge Ave & E 193 St,8582.02,-73.89246,40.86389,187
34 Ave & 45 St,6596.10,-73.917014,40.754795,35
Bainbridge Ave & E 196 St,8615.01,-73.89042,40.86648,187
50 St & Northern Blvd,6511.03,-73.912402,40.753441,35
Aqueduct Ave & North St,8535.09,-73.905717,40.860479,92
Gerard Ave & McClellan St,8145.03,-73.92112,40.833909,122
47 St & 3 Ave,3243.02,-74.012384,40.649143,9
E 128 St & Madison Ave,7735.23,-73.939182,40.80756,134
43 St & Broadway,6670.03,-73.916637,40.757728,35
46 St & 30 Rd,6703.06,-73.910989,40.76072,67
Sedgwick Ave & W Burnside Ave,8465.01,-73.916661,40.854947,61
Columbia St & W 9 St,4086.05,-74.006471,40.676999,48
48 St & Broadway,6629.06,-73.912715,40.755763,35
Decatur Ave & E 197 St,8597.01,-73.88807,40.86557,187
Broadway & 12 St,6901.01,-73.934777,40.7668,56
Ogden Ave & W 165 St,8149.09,-73.928381,40.834457,30
St Nicholas Ave & W 134 St,7837.30,-73.948222,40.816234,8
Inwood Ave & W 170 St,8233.01,-73.919228,40.840536,122
Lincoln Ave & E 134 St,7712.06,-73.928803,40.808484,182
Lenox Ave & W 140 St,7872.03,-73.938787,40.817245,76
E 102 St & Park Ave,7488.24,-73.950331,40.790483,172
Pioneer St & Richards St,4128.08,-74.009461,40.677775,48
Lexington Ave & E 127 St,7662.13,-73.936322,40.805726,134
Garrison Ave & Manida St,7905.05,-73.890247,40.818743,109
Caton Ave & E 10 St,3230.01,-73.97058,40.648481,149
Ditmars Blvd & 73 St,6964.05,-73.896293,40.76817,195
5 Ave & W 126 St,7701.21,-73.9418,40.80722,134
Prospect Ave & Longwood Ave,7870.02,-73.90202,40.81899,115
62 St & Northern Blvd,6536.02,-73.900318,40.754176,121
31 Ave & 61 St,6654.05,-73.901614,40.757525,121
E 167 St & Franklin Ave,8048.01,-73.90521,40.82895,51
53 St & 2 Ave,3211.06,-74.018846,40.64744,173
49 St & 31 Ave,6662.01,-73.909831,40.758057,35
19 St & 8 Ave,3547.04,-73.985543,40.658489,199
Intervale Ave & Kelly St,8044.09,-73.896372,40.827301,139
9 Ave & W 206 St,8594.02,-73.917583,40.863089,19
34 Ave & 21 St,6798.01,-73.934286,40.762814,56
E 123 St & Lexington Ave,7636.05,-73.9379,40.802926,36
Frederick Douglass Blvd & Harlem River Dr,8100.01,-73.936371,40.830702,170
Adam Clayton Powell Blvd & W 132 St,7814.01,-73.94521,40.813539,159
21 St & 36 Ave,6729.02,-73.936273,40.760185,133
E 138 St & Canal St W,7803.03,-73.929153,40.812304,57
30 Ave & 41 St,6812.06,-73.914142,40.763422,145
10 Ave & W 215 St,8679.03,-73.915198,40.869325,108
Frederick Douglass Blvd & W 139 St,7876.07,-73.944769,40.819006,8
Albemarle Rd & McDonald Ave,3166.03,-73.979681,40.645074,70
Charlotte St & Boston Rd,8167.04,-73.893143,40.835877,158
E 201 St & Briggs Ave,8717.07,-73.88459,40.87207,11
Prospect Ave & Vanderbilt St,3426.02,-73.976291,40.653368,4
Anthony Ave & E 175 St,8319.01,-73.903869,40.846465,84
Jerome Ave & E Mosholu Parkway S,8795.01,-73.88534,40.87935,126
44 St & 2 Ave,3356.05,-74.013587,40.652502,9
10 Ave & W 204 St,8579.09,-73.92006,40.862638,19
38 St & Northern Blvd,6486.07,-73.925384,40.752372,81
E Mosholu Pkwy & E 204 St,8748.02,-73.883365,40.87407,11
8 St & Astoria Blvd,7068.07,-73.932663,40.7726,56
E 134 St & Walnut Ave,7613.04,-73.911034,40.800425,197
W 135 St & Lenox Terrace Pl,7832.04,-73.939336,40.813619,76
Goulden Ave & Bedford Park Blvd W,8738.01,-73.89533,40.87387,75
30 Ave & 21 St,6996.01,-73.928608,40.770374,39
E 8 St & Caton Ave,3272.01,-73.972432,40.648055,149
Faile St & Garrison Ave,7922.01,-73.888271,40.820578,109
43 St & 23 Ave,7009.06,-73.906018,40.769673,86
Willis Ave & Bruckner Blvd,7691.05,-73.925177,40.805701,182
E 165 St & Fox St,7966.02,-73.894025,40.82394,34
Boston Rd & Prospect Ave,8133.08,-73.896599,40.833246,139
31 Rd & 21 St,6929.02,-73.930486,40.766824,56
College Ave & E 170 St,8175.06,-73.910489,40.837576,167
12 Ave & 36 St,3056.05,-73.986418,40.643546,193
Bedford Park Blvd & Paul Ave,8752.01,-73.89186,40.87444,75
48 St & 2 Ave,3283.05,-74.015606,40.650176,9
Broadway & 49 St,6587.04,-73.911517,40.755389,35
31 St & Northern Blvd,6495.17,-73.933493,40.75187,14
Decatur Ave & Bedford Park Blvd,8664.06,-73.88412,40.86813,11
Bainbridge Ave & Bedford Park Blvd,8682.06,-73.88565,40.87002,11
E 128 St & 3 Ave,7696.07,-73.934077,40.805631,134
Webster Ave & E 166 St,8052.01,-73.911259,40.828975,85
Courtlandt Ave & E 149 St,7840.05,-73.919549,40.816402,141
Church Ave & McDonald Ave,3090.06,-73.979239,40.642809,70
Southpoint Park,6566.01,-73.958652,40.753702,40
Botanical Sq & Webster Ave,8646.02,-73.88145,40.86814,11
W Mosholu Pkwy S & Sedgwick Ave,8841.03,-73.88702,40.88226,126
35 Ave & 10 St,6806.06,-73.939855,40.763155,133
43 St & 35 Ave,6520.06,-73.919543,40.754139,81
Goulden Ave & W 205 St,8799.01,-73.89192,40.87812,75
Sedgwick Ave & Hall of Fame Tce,8539.02,-73.913303,40.859532,160
Boone Ave & E 172 St,8110.04,-73.885272,40.832649,24
W 218 St & Broadway,8715.06,-73.914318,40.87139,108
Decatur Ave & Oliver Pl,8631.03,-73.885776,40.867,11
27 Ave & 3 St,7132.08,-73.9342,40.77485,56
49 St & 25 Ave,6804.01,-73.904632,40.764496,67
10 Ave & W 202 St,8543.01,-73.921418,40.861282,196
Webb Ave & W 190 St,8624.01,-73.904255,40.866005,174
Grand Ave & W 181 St,8500.01,-73.907302,40.856302,160
Soissons Landing,4590.01,-74.014866,40.692317,136
Forsyth St	& Grand St,5382.07,-73.993161,40.717798,94
West End Ave & W 78 St,7340.07,-73.981687,40.783786,131
W 74 St & Columbus Ave,7230.10,-73.97755,40.778567,15
Nassau St	& Duffield St,4781.05,-73.98384,40.698477,186
Nelson Ave & W 172 St,8290.01,-73.920999,40.843965,122
Somers St & Broadway,4203.04,-73.90474,40.67945,7
Featherbed Ln & Jerome Ave,8285.11,-73.914311,40.845505,2
7 St & Monroe St,HB304,-74.037977,40.746413,13
Bloomfield St & 15 St,HB203,-74.02658,40.75453,55
Hoboken Terminal - River St & Hudson Pl,HB102,-74.029127,40.736068,91
Warren St,JC006,-74.038051,40.721124,137
Paulus Hook,JC002,-74.033552,40.714145,137
Brunswick & 6th,JC081,-74.050389,40.726012,156
NYCBS DEPOT - DELANCEY,SYS014,-73.982331,40.716444,69
Pier 40 X2,SYS033,-74.011693,40.728487,74
Heights Elevator,JC059,-74.040443,40.748716,13
City Hall,JC003,-74.043845,40.717732,26
Harborside,JC104,-74.034234,40.719252,137
8 St & Washington St,HB603,-74.028199,40.745984,55
Church Sq Park - 5 St & Park Ave,HB601,-74.032233,40.742659,91
Newport Pkwy,JC008,-74.032108,40.728745,91
Columbus Drive,JC014,-74.038914,40.718355,137
Pier 40 Dock Station,SYS035,-74.01198,40.72866,74
Liberty Light Rail,JC052,-74.055701,40.711242,156
Sip Ave,JC056,-74.063913,40.730897,47
11 St & Washington St,HB502,-74.02715,40.749985,55
Columbus Dr at Exchange Pl,JC106,-74.03281,40.71687,137
Essex Light Rail,JC038,-74.036486,40.712774,26
Southwest Park - Jackson St & Observer Hwy,HB401,-74.041664,40.737551,13
Riverview Park,JC057,-74.043991,40.744319,13
JC Medical Center,JC011,-74.049638,40.71654,156
14 St Ferry - 14 St & Shipyard Ln,HB202,-74.024353,40.752961,55
12 St & Sinatra Dr N,HB201,-74.02402,40.750604,55
Madison St & 1 St,HB402,-74.0393,40.73879,13
Bergen Ave,JC095,-74.071455,40.722104,47
Mama Johnson Field - 4 St & Jackson St,HB404,-74.040041,40.74314,13
Grand St,JC102,-74.037683,40.715178,26
Marin Light Rail,JC013,-74.042817,40.714584,26
Morris Canal,JC072,-74.038526,40.712419,26
McGinley Square,JC055,-74.067622,40.72534,47
Grand St & 14 St,HB506,-74.0316,40.75409,55
South Waterfront Walkway - Sinatra Dr & 1 St,HB103,-74.027781,40.736982,91
